order_id,order_date,ship_date,ship_mode,order_priority,customer_id
EZ-2013-2680,2023-09-11,2023-09-15,Second Class,High,GH-4410
SO-2013-5970,2023-12-11,2023-12-15,Standard Class,Medium,GM-4455
ES-2014-4808091,2024-10-22,2024-10-29,Standard Class,Medium,NH-18610
IN-2013-49633,2023-10-08,2023-10-13,Standard Class,Medium,CL-12700
IN-2012-30061,2022-05-24,2022-05-26,Second Class,Critical,RS-19870
ID-2014-47491,2024-07-10,2024-07-15,Standard Class,High,SP-20545
IN-2014-70262,2024-09-11,2024-09-16,Standard Class,Medium,CJ-11875
MX-2014-142468,2024-04-28,2024-05-03,Standard Class,Medium,RR-19525
MX-2014-122511,2024-12-31,2025-01-05,Standard Class,Medium,RR-19525
ES-2013-2720927,2023-08-21,2023-08-26,Second Class,High,HM-14860
CA-2012-139780,2022-12-31,2023-01-02,Second Class,Medium,AH-10690
ES-2012-4490883,2022-11-05,2022-11-09,Standard Class,High,FO-14305
ES-2014-1871238,2024-12-25,2024-12-29,Standard Class,Medium,VW-21775
ES-2012-1923654,2022-04-24,2022-04-29,Standard Class,High,ES-14080
ES-2011-4335040,2021-11-08,2021-11-10,First Class,High,IL-15100
ID-2014-80979,2024-09-06,2024-09-06,Same Day,High,AS-10135
MX-2014-101147,2024-12-27,2025-01-01,Standard Class,High,CK-12205
MX-2011-166961,2021-12-10,2021-12-15,Standard Class,Medium,IM-15070
CA-2012-141810,2022-11-02,2022-11-07,Standard Class,Medium,BB-10990
ML-2012-4340,2022-05-09,2022-05-14,Standard Class,High,GW-4605
CA-2013-157763,2023-07-19,2023-07-24,Standard Class,High,KH-16330
MX-2013-142153,2023-06-07,2023-06-12,Standard Class,Medium,SG-20470
IT-2014-1431014,2024-08-27,2024-09-01,Standard Class,Medium,CK-12205
IT-2013-5796785,2023-12-04,2023-12-10,Standard Class,Medium,CS-12355
IN-2012-75211,2022-01-11,2022-01-16,Standard Class,High,CH-12070
TU-2011-6820,2021-12-15,2021-12-20,Second Class,Medium,RL-9615
ES-2011-4862124,2021-09-30,2021-10-02,First Class,High,LW-17215
IN-2014-77339,2024-06-10,2024-06-11,First Class,Medium,JC-16105
IN-2012-60070,2022-12-28,2022-12-29,First Class,Critical,CK-12205
US-2013-139710,2023-06-10,2023-06-16,Standard Class,Medium,GM-14680
BU-2012-460,2022-07-21,2022-07-25,Standard Class,Medium,AH-30
MX-2011-147018,2021-10-12,2021-10-16,Second Class,Medium,RB-19570
MX-2011-100762,2021-01-31,2021-02-03,First Class,Critical,CM-12160
ES-2011-2979959,2021-09-13,2021-09-17,Standard Class,High,SJ-20500
ID-2011-14122,2021-10-13,2021-10-18,Standard Class,Medium,TT-21460
IN-2012-59125,2022-09-20,2022-09-24,Second Class,High,RB-19705
IN-2014-52412,2024-10-02,2024-10-06,Second Class,Medium,SC-20020
MX-2012-169663,2022-12-27,2023-01-03,Standard Class,Medium,LH-16750
ES-2013-4847870,2023-02-20,2023-02-26,Standard Class,Medium,CS-11845
CA-2011-151162,2021-12-05,2021-12-09,Standard Class,Medium,EA-14035
AU-2014-6650,2024-11-26,2024-11-30,Standard Class,Medium,EB-3975
IR-2013-3590,2023-08-22,2023-08-26,Standard Class,Medium,MK-8160
MX-2013-104409,2023-05-14,2023-05-18,Standard Class,Medium,TC-21475
IT-2012-1576508,2022-03-13,2022-03-18,Standard Class,Medium,VT-21700
AG-2014-9060,2024-12-27,2025-01-01,Standard Class,Medium,YS-11880
TU-2014-1280,2024-05-20,2024-05-22,Second Class,High,DV-3045
CA-2014-101749,2024-10-04,2024-10-09,Standard Class,Medium,AS-10045
CA-2014-132619,2024-09-01,2024-09-06,Standard Class,Medium,MS-17770
PL-2012-8330,2022-06-18,2022-06-23,Standard Class,Medium,JF-5190
MX-2011-132794,2021-09-27,2021-10-01,Standard Class,High,JK-15640
US-2012-141523,2022-11-14,2022-11-18,Standard Class,Medium,JK-15325
MX-2012-163153,2022-10-29,2022-11-03,Standard Class,Medium,AC-10420
ES-2014-1443883,2024-04-25,2024-04-28,Second Class,High,CC-12370
ID-2012-67336,2022-09-03,2022-09-07,Standard Class,High,ES-14020
CA-2012-156146,2022-10-26,2022-10-30,Second Class,Medium,AG-10495
US-2012-109015,2022-09-06,2022-09-12,Standard Class,Medium,BS-11590
AG-2011-9060,2021-12-20,2021-12-25,Standard Class,Medium,OT-8730
ID-2012-50354,2022-11-16,2022-11-21,Standard Class,High,TC-21145
IN-2014-68309,2024-10-02,2024-10-08,Standard Class,Medium,SS-20140
TU-2012-3340,2022-11-15,2022-11-21,Standard Class,Medium,KB-6315
IN-2011-30502,2021-09-30,2021-10-06,Standard Class,Medium,Co-12640
IN-2014-32308,2024-08-27,2024-08-31,Standard Class,Medium,BS-11365
IN-2011-41660,2021-10-05,2021-10-11,Standard Class,Medium,VG-21790
IN-2014-52958,2024-04-04,2024-04-08,Standard Class,Medium,RS-19765
CA-2011-158771,2021-05-09,2021-05-09,Same Day,Medium,SB-20290
CA-2011-142965,2021-07-20,2021-07-20,Same Day,Critical,SW-20245
CA-2011-119172,2021-05-11,2021-05-15,Standard Class,High,HD-14785
NI-2011-9170,2021-07-26,2021-07-31,Second Class,Medium,GK-4620
US-2012-129385,2022-11-05,2022-11-10,Standard Class,Medium,AG-10765
MX-2011-135601,2021-08-02,2021-08-08,Standard Class,Medium,RB-19465
ES-2011-3711955,2021-08-26,2021-08-30,Standard Class,Medium,SE-20110
ID-2012-81189,2022-01-18,2022-01-24,Standard Class,Medium,RH-19555
CA-2011-107755,2021-02-08,2021-02-13,Standard Class,Medium,CK-12760
TZ-2013-7780,2023-07-23,2023-07-24,First Class,High,MT-7815
AJ-2014-5740,2024-10-23,2024-10-28,Standard Class,High,LW-6825
TO-2014-1650,2024-01-04,2024-01-08,Second Class,Medium,FM-4290
MX-2012-155698,2022-06-06,2022-06-12,Standard Class,Low,SW-20245
IT-2012-1188964,2022-06-09,2022-06-16,Standard Class,Medium,JK-16090
IT-2014-1950119,2024-03-25,2024-03-30,Second Class,Medium,SS-20515
IN-2013-53455,2023-06-19,2023-06-23,Standard Class,Medium,CR-12730
IN-2011-81658,2021-05-24,2021-05-27,Second Class,High,HA-14920
CA-2012-157133,2022-11-28,2022-12-03,Standard Class,Medium,LC-16885
MO-2013-1880,2023-11-07,2023-11-11,Standard Class,High,BP-1155
GH-2013-2290,2023-02-16,2023-02-22,Standard Class,Medium,HW-4935
IR-2013-6280,2023-11-18,2023-11-22,Standard Class,Medium,ME-7725
US-2014-142986,2024-05-02,2024-05-04,Second Class,High,LW-17215
IN-2014-34842,2024-08-18,2024-08-23,Standard Class,Medium,DS-13030
CA-2013-165918,2023-09-11,2023-09-15,Standard Class,High,BD-11770
CG-2014-180,2024-04-18,2024-04-20,First Class,Medium,AT-435
MX-2012-169229,2022-10-15,2022-10-20,Standard Class,Medium,JO-15280
US-2011-160780,2021-10-08,2021-10-11,Second Class,High,BS-11800
ES-2011-4869686,2021-01-03,2021-01-07,Standard Class,Medium,DD-13570
MX-2012-158785,2022-06-12,2022-06-17,Standard Class,High,JH-15910
IT-2014-4461241,2024-07-15,2024-07-19,Standard Class,High,MH-18025
CA-2011-132787,2021-09-19,2021-09-23,Standard Class,High,MC-18130
SF-2012-1390,2022-06-26,2022-06-30,Standard Class,High,PM-8940
EG-2012-390,2022-09-25,2022-09-30,Standard Class,Medium,BS-1365
IS-2012-3870,2022-11-15,2022-11-20,Second Class,Medium,MH-7440
MX-2011-155341,2021-10-31,2021-11-04,Standard Class,Medium,TH-21115
ES-2014-1280356,2024-11-27,2024-12-04,Standard Class,Medium,JC-15340
IN-2013-19484,2023-05-30,2023-06-03,Standard Class,Medium,EA-14035
IN-2014-25462,2024-10-04,2024-10-06,Second Class,High,VT-21700
CA-2013-156503,2023-10-15,2023-10-21,Standard Class,Low,NC-18415
CA-2012-142433,2022-04-20,2022-04-25,Standard Class,High,ES-14020
CA-2012-129525,2022-11-15,2022-11-20,Standard Class,Medium,VP-21760
US-2011-162299,2021-11-07,2021-11-12,Standard Class,Medium,BC-11125
ES-2013-4727168,2023-08-12,2023-08-18,Standard Class,Medium,JC-15775
MX-2014-112676,2024-11-19,2024-11-19,Same Day,High,LD-16855
ES-2013-2639112,2023-05-30,2023-06-05,Standard Class,Medium,JB-15925
ID-2011-55142,2021-12-26,2022-01-01,Standard Class,Low,HM-14860
MX-2013-126214,2023-06-12,2023-06-19,Standard Class,Low,SM-20320
US-2013-144687,2023-05-28,2023-05-28,Same Day,High,MG-18145
IN-2014-56962,2024-03-18,2024-03-23,Second Class,Medium,HZ-14950
IN-2014-50109,2024-11-18,2024-11-20,First Class,Medium,KH-16630
CA-2011-121664,2021-05-06,2021-05-10,Standard Class,Medium,HP-14815
UP-2013-5480,2023-05-13,2023-05-16,Second Class,Medium,LP-7080
MX-2011-121300,2021-06-20,2021-06-20,Same Day,Critical,DJ-13510
US-2013-140284,2023-11-26,2023-11-30,Second Class,Medium,RB-19645
ES-2013-5791015,2023-05-17,2023-05-22,Standard Class,Medium,MO-17950
CA-2013-111794,2023-10-02,2023-10-02,Same Day,High,HG-15025
US-2012-119438,2022-09-14,2022-09-19,Second Class,Medium,GM-14440
ES-2012-3725853,2022-11-10,2022-11-15,Standard Class,Medium,EM-13825
ES-2012-3196841,2022-09-29,2022-10-03,Standard Class,Medium,AA-10645
TU-2014-7000,2024-06-18,2024-06-21,First Class,High,MD-7860
ES-2014-2901676,2024-09-01,2024-09-05,Standard Class,High,TB-21250
IN-2014-36683,2024-08-15,2024-08-20,Second Class,Medium,SK-19990
ID-2014-21276,2024-09-26,2024-10-01,Standard Class,Medium,JB-15925
ID-2014-86551,2024-02-19,2024-02-23,Standard Class,Medium,SC-20050
IR-2012-7560,2022-11-13,2022-11-17,Standard Class,Medium,AH-585
ES-2014-1511007,2024-09-04,2024-09-08,Standard Class,Medium,AH-10030
IN-2012-78249,2022-08-02,2022-08-02,Same Day,Critical,SC-20020
IN-2011-51859,2021-08-26,2021-08-29,First Class,High,SC-20575
CA-2013-107790,2023-11-21,2023-11-25,Standard Class,Medium,EH-13990
BU-2013-2680,2023-11-19,2023-11-22,Second Class,High,PB-9210
ES-2011-3953366,2021-06-08,2021-06-12,Standard Class,High,AC-10660
IT-2011-2536577,2021-01-26,2021-01-29,Second Class,Medium,AS-10240
IN-2012-58432,2022-08-10,2022-08-15,Standard Class,Medium,AS-10630
CA-2011-157721,2021-09-02,2021-09-05,First Class,High,JM-16195
ES-2014-1113356,2024-08-26,2024-08-29,First Class,Medium,RS-19420
ES-2011-5754966,2021-06-06,2021-06-13,Standard Class,Medium,DB-13210
CA-2014-122056,2024-06-14,2024-06-18,Standard Class,Medium,PG-18895
EG-2014-3310,2024-09-04,2024-09-08,Standard Class,High,DJ-3510
TU-2011-800,2021-01-11,2021-01-15,Standard Class,High,CS-2460
ML-2012-8570,2022-08-13,2022-08-18,Standard Class,High,FW-4395
MX-2014-166835,2024-03-04,2024-03-08,Second Class,Medium,SC-20770
MX-2013-157665,2023-09-25,2023-09-30,Standard Class,Medium,AG-10390
CA-2011-149958,2021-03-15,2021-03-19,Standard Class,High,AS-10240
CA-2012-161627,2022-07-06,2022-07-11,Standard Class,Medium,SJ-20215
MA-2011-4210,2021-09-02,2021-09-07,Second Class,Medium,PN-8775
MX-2013-169194,2023-07-22,2023-07-27,Standard Class,Medium,TH-21115
ES-2014-3263050,2024-08-11,2024-08-15,Standard Class,Medium,PC-19000
ES-2014-4627826,2024-11-26,2024-12-02,Standard Class,Medium,AW-10930
ID-2012-23334,2022-09-14,2022-09-18,Standard Class,High,BT-11440
US-2014-107664,2024-12-05,2024-12-11,Standard Class,Medium,TG-21640
MX-2012-149314,2022-06-30,2022-07-04,Standard Class,Medium,FW-14395
US-2013-166646,2023-11-22,2023-11-24,Second Class,High,AS-10225
US-2012-143973,2022-11-25,2022-11-27,Second Class,Medium,JC-15385
ES-2013-1653195,2023-05-03,2023-05-07,Standard Class,High,AD-10180
IN-2014-30649,2024-05-02,2024-05-06,Standard Class,Medium,LR-16915
CA-2014-145877,2024-04-02,2024-04-05,Second Class,High,AS-10090
US-2014-147998,2024-05-20,2024-05-25,Standard Class,Medium,SA-20830
CA-2014-105620,2024-12-26,2024-12-29,First Class,Medium,JH-15430
KZ-2014-4630,2024-04-08,2024-04-10,Second Class,High,RL-9615
ES-2011-3630624,2021-06-06,2021-06-07,First Class,Critical,ML-18265
CA-2014-103443,2024-12-18,2024-12-24,Standard Class,Medium,AT-10735
MX-2011-155719,2021-12-06,2021-12-11,Standard Class,Medium,MS-17530
ES-2014-2551017,2024-11-20,2024-11-24,Second Class,Medium,KC-16540
ES-2011-2486841,2021-06-04,2021-06-10,Standard Class,Medium,GK-14620
ID-2012-37775,2022-05-03,2022-05-08,Second Class,Medium,DC-12850
IN-2014-62863,2024-09-24,2024-09-28,Standard Class,High,DW-13480
CA-2011-104178,2021-08-25,2021-08-29,Standard Class,High,JM-15265
CA-2013-124254,2023-04-13,2023-04-18,Standard Class,Medium,TB-21175
CG-2013-3060,2023-06-22,2023-06-25,First Class,High,PG-8895
DJ-2013-3520,2023-10-12,2023-10-14,Second Class,High,SD-10485
MX-2013-115630,2023-06-07,2023-06-11,Standard Class,Medium,RB-19330
US-2014-157630,2024-06-25,2024-06-29,Standard Class,Medium,LR-16915
ES-2011-3609014,2021-02-10,2021-02-16,Standard Class,Medium,MO-17800
IT-2014-5261263,2024-02-15,2024-02-20,Standard Class,High,GH-14665
ID-2014-84206,2024-12-05,2024-12-09,Standard Class,Medium,MG-18205
CA-2014-141992,2024-06-20,2024-06-26,Standard Class,Medium,FO-14305
TU-2012-7850,2022-09-13,2022-09-16,Second Class,Medium,KW-6570
UP-2012-9070,2022-08-03,2022-08-09,Standard Class,Low,KA-6525
US-2012-147809,2022-03-27,2022-03-31,Standard Class,Medium,KA-16525
IT-2013-1770521,2023-08-20,2023-08-27,Standard Class,Medium,TN-21040
IN-2013-48471,2023-02-13,2023-02-17,Standard Class,High,VG-21790
CA-2011-120278,2021-11-07,2021-11-12,Standard Class,Medium,MS-17365
RS-2013-7230,2023-09-05,2023-09-08,First Class,Critical,JC-5385
PL-2011-1120,2021-08-12,2021-08-13,First Class,High,KM-6375
ES-2011-2324896,2021-08-15,2021-08-15,Same Day,Medium,FC-14245
IN-2014-63178,2024-06-24,2024-06-30,Standard Class,Medium,SO-20335
ID-2014-58243,2024-02-04,2024-02-08,Standard Class,High,EH-14005
IN-2013-22102,2023-09-13,2023-09-13,Same Day,High,AH-10195
CA-2014-110905,2024-09-11,2024-09-16,Second Class,Medium,RW-19690
CA-2013-144092,2023-11-06,2023-11-08,Second Class,High,LH-17155
US-2012-154809,2022-07-18,2022-07-23,Standard Class,Medium,EM-13825
IT-2013-3113956,2023-09-25,2023-09-30,Standard Class,Medium,EM-13960
ID-2012-72453,2022-09-19,2022-09-23,Standard Class,High,CS-11845
IZ-2014-7330,2024-08-19,2024-08-25,Standard Class,Medium,JM-5250
RS-2012-4960,2022-12-14,2022-12-18,Standard Class,High,LA-6780
SA-2012-2670,2022-08-14,2022-08-16,First Class,High,KH-6330
TU-2011-4480,2021-06-22,2021-06-25,First Class,High,ES-4080
MA-2011-2610,2021-05-09,2021-05-15,Standard Class,Medium,TZ-11445
IN-2014-63647,2024-08-04,2024-08-06,First Class,High,EB-14170
IV-2013-6210,2023-11-18,2023-11-22,Standard Class,Medium,EC-4050
US-2014-160374,2024-06-27,2024-06-30,First Class,High,RH-19600
ES-2014-3501792,2024-12-01,2024-12-07,Standard Class,Medium,AH-10690
IT-2013-2454517,2023-02-13,2023-02-17,Standard Class,High,BH-11710
SG-2012-1600,2022-07-24,2022-07-26,First Class,Critical,LF-7185
MO-2014-3430,2024-05-05,2024-05-07,Second Class,Medium,AR-510
US-2014-127292,2024-04-03,2024-04-05,Second Class,High,BS-11380
MX-2012-130680,2022-11-26,2022-12-02,Standard Class,Low,JL-15835
IT-2014-2185471,2024-06-16,2024-06-20,Standard Class,High,KH-16690
CA-2013-115756,2023-09-06,2023-09-08,Second Class,Medium,PK-19075
MX-2014-120285,2024-08-15,2024-08-19,Standard Class,Medium,MK-17905
MX-2012-105417,2022-12-07,2022-12-11,Standard Class,Medium,CK-12325
US-2012-130155,2022-11-16,2022-11-21,Standard Class,Medium,CD-11980
ES-2012-4070333,2022-11-17,2022-11-21,Standard Class,High,IL-15100
IN-2012-26757,2022-01-25,2022-01-31,Standard Class,Medium,VM-21685
IN-2013-60308,2023-11-02,2023-11-04,First Class,Medium,PO-19195
IN-2014-31643,2024-01-23,2024-01-28,Standard Class,Medium,AH-10585
IN-2014-36627,2024-08-22,2024-08-26,Standard Class,Medium,JK-16090
IN-2013-21381,2023-05-17,2023-05-22,Standard Class,Medium,DB-13555
MX-2012-156671,2022-09-07,2022-09-13,Standard Class,Medium,PF-19120
IT-2014-1138719,2024-04-03,2024-04-07,Standard Class,High,JK-16090
ES-2011-1406120,2021-06-18,2021-06-23,Second Class,Medium,JK-16090
CA-2013-140543,2023-06-30,2023-07-04,Second Class,High,Co-12640
CA-2014-159597,2024-11-10,2024-11-15,Standard Class,High,MC-17590
IZ-2014-5650,2024-09-05,2024-09-10,Standard Class,Medium,NW-8400
RO-2014-4610,2024-08-11,2024-08-11,Same Day,High,NH-8610
MX-2011-125171,2021-12-01,2021-12-08,Standard Class,Medium,AR-10510
ES-2014-3967982,2024-02-14,2024-02-19,Standard Class,Medium,RB-19645
RS-2011-50,2021-06-18,2021-06-22,Standard Class,High,SM-10950
MO-2014-5620,2024-09-23,2024-09-28,Standard Class,Medium,BN-1515
ES-2012-2873417,2022-11-01,2022-11-07,Standard Class,Medium,CS-12250
ES-2011-3679996,2021-03-25,2021-03-27,Second Class,High,HG-15025
ES-2014-4035543,2024-02-06,2024-02-11,Second Class,Medium,HM-14980
IN-2014-37789,2024-02-13,2024-02-13,Same Day,Medium,AG-10300
CA-2011-166590,2021-10-29,2021-11-02,Standard Class,High,NC-18625
IR-2012-2180,2022-03-26,2022-03-30,Standard Class,High,EB-3930
IZ-2012-5060,2022-01-19,2022-01-25,Standard Class,Low,AB-60
MX-2014-114391,2024-03-21,2024-03-24,Second Class,High,EB-13975
ES-2014-2991554,2024-05-15,2024-05-19,Standard Class,High,JC-16105
ES-2011-1951083,2021-06-17,2021-06-22,Standard Class,High,ME-17320
ES-2014-3288313,2024-03-03,2024-03-07,Standard Class,Medium,JS-15595
IN-2014-19981,2024-04-02,2024-04-04,First Class,Medium,CA-12310
CA-2012-100657,2022-11-02,2022-11-07,Standard Class,Medium,SW-20245
MX-2011-128111,2021-04-28,2021-05-02,Second Class,Medium,ON-18715
ES-2014-1874741,2024-06-14,2024-06-19,Standard Class,Medium,JH-15430
IN-2011-15270,2021-01-26,2021-01-31,Standard Class,Medium,CA-12265
CA-2011-158337,2021-03-11,2021-03-14,Second Class,High,KA-16525
US-2012-128797,2022-06-11,2022-06-15,Standard Class,Medium,KA-16525
ES-2014-5265328,2024-06-30,2024-07-04,Standard Class,Medium,FC-14335
ES-2012-4907749,2022-03-26,2022-04-01,Standard Class,Medium,DB-12970
IN-2011-31895,2021-02-18,2021-02-23,Standard Class,Medium,RD-19900
IN-2011-45538,2021-06-24,2021-06-29,Standard Class,Medium,BH-11710
CA-2014-161557,2024-09-04,2024-09-09,Standard Class,High,AG-10900
US-2014-116491,2024-11-12,2024-11-14,First Class,Critical,PG-18820
IR-2014-1670,2024-10-23,2024-10-26,First Class,Critical,JM-5580
TZ-2014-10,2024-09-06,2024-09-08,First Class,High,MY-8295
BN-2013-2680,2023-12-30,2024-01-03,Standard Class,High,BP-1095
IN-2014-32168,2024-08-21,2024-08-21,Same Day,High,TC-20980
MX-2013-144547,2023-09-30,2023-10-04,Standard Class,Medium,HG-14845
MX-2013-142006,2023-12-24,2023-12-29,Standard Class,High,BM-11575
IN-2014-36200,2024-04-23,2024-04-30,Standard Class,Low,PC-19000
IN-2013-44740,2023-05-08,2023-05-09,First Class,High,ND-18370
US-2013-161396,2023-04-20,2023-04-26,Standard Class,Medium,GM-14455
CA-2011-116568,2021-12-14,2021-12-20,Standard Class,Medium,BM-11785
IR-2012-1280,2022-07-17,2022-07-19,First Class,Medium,AB-15
MO-2014-9640,2024-05-02,2024-05-06,Standard Class,High,LC-6930
MX-2013-135895,2023-09-04,2023-09-04,Same Day,High,RS-19420
MX-2014-117072,2024-05-11,2024-05-16,Second Class,Medium,BD-11500
ES-2014-3280029,2024-11-20,2024-11-20,Same Day,Critical,CM-12715
IN-2014-62660,2024-01-15,2024-01-19,Standard Class,High,JB-16045
IN-2014-84395,2024-03-07,2024-03-09,First Class,Medium,ML-17395
MX-2013-160787,2023-07-08,2023-07-08,Same Day,High,SV-20815
ES-2014-5291112,2024-05-23,2024-05-25,First Class,Medium,MM-17920
ES-2013-2144803,2023-03-13,2023-03-15,First Class,Critical,JD-16015
IN-2014-56801,2024-05-08,2024-05-10,First Class,Medium,SC-20800
CA-2014-133095,2024-06-05,2024-06-05,Same Day,Critical,EH-14005
ES-2014-1540903,2024-06-23,2024-06-27,Standard Class,High,ML-17410
TU-2014-5420,2024-06-02,2024-06-07,Standard Class,Medium,AD-180
US-2013-119760,2023-01-17,2023-01-21,Standard Class,Medium,JC-15385
IN-2013-63738,2023-12-19,2023-12-23,Standard Class,Medium,TM-21490
IN-2012-28367,2022-11-28,2022-11-30,First Class,Critical,CS-11950
CA-2012-119550,2022-12-26,2022-12-31,Standard Class,Medium,RB-19705
MX-2014-148544,2024-03-08,2024-03-11,First Class,High,RB-19645
MX-2014-116897,2024-09-01,2024-09-06,Standard Class,Medium,TB-21355
ES-2014-3715669,2024-09-10,2024-09-15,Second Class,Medium,TB-21520
ES-2011-4864498,2021-04-12,2021-04-16,Second Class,Medium,BC-11125
ID-2012-14157,2022-06-02,2022-06-07,Standard Class,Medium,AC-10615
CA-2014-126242,2024-11-20,2024-11-25,Standard Class,Medium,MC-18100
ES-2012-4869141,2022-08-23,2022-08-28,Second Class,Medium,AT-10735
CA-2014-160423,2024-01-22,2024-01-27,Standard Class,Medium,PS-19045
CA-2013-145247,2023-05-06,2023-05-08,First Class,High,ND-18370
CA-2013-149335,2023-07-26,2023-07-26,Same Day,Critical,BC-11125
US-2013-140172,2023-03-09,2023-03-14,Standard Class,High,SP-20650
HR-2014-4050,2024-08-26,2024-08-30,Second Class,High,PO-8850
ES-2012-1428608,2022-02-10,2022-02-12,Second Class,Critical,JE-16165
IN-2014-13002,2024-11-17,2024-11-18,First Class,Critical,MC-17275
IN-2013-79600,2023-07-23,2023-07-25,First Class,High,PA-19060
CA-2012-129546,2022-09-28,2022-10-05,Standard Class,Medium,RP-19855
MX-2013-111227,2023-08-26,2023-08-30,Standard Class,Medium,AT-10735
US-2014-124387,2024-11-29,2024-12-03,Second Class,High,AB-10105
IN-2014-19169,2024-05-06,2024-05-10,Standard Class,Medium,TB-21175
IN-2014-27478,2024-02-03,2024-02-08,Standard Class,High,SJ-20215
US-2014-102288,2024-06-20,2024-06-24,Standard Class,Medium,ZC-21910
IR-2013-5220,2023-06-12,2023-06-12,Same Day,High,JS-5685
ID-2013-32252,2023-10-02,2023-10-07,Standard Class,Medium,AR-10345
IN-2012-64081,2022-10-31,2022-11-05,Standard Class,Medium,ZD-21925
IN-2012-80881,2022-08-21,2022-08-26,Standard Class,High,SG-20605
CA-2014-132262,2024-09-22,2024-09-24,First Class,High,ML-18265
ES-2012-5985650,2022-05-23,2022-05-23,Same Day,Critical,RK-19300
ES-2014-3936194,2024-08-12,2024-08-16,Standard Class,Medium,EG-13900
ID-2014-49388,2024-08-20,2024-08-24,Standard Class,Medium,BF-11215
MX-2011-135398,2021-11-10,2021-11-14,Standard Class,Medium,TZ-21445
MX-2013-125710,2023-12-27,2023-12-30,Second Class,High,JW-15955
MX-2013-145856,2023-09-03,2023-09-06,First Class,Critical,NP-18325
IN-2014-36648,2024-03-28,2024-04-01,Standard Class,Medium,HG-15025
